review_id,meal_id,review_text,sentiment,sentiment_score
R001049,M0210,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001050,M0210,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001051,M0211,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001052,M0211,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001053,M0211,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001054,M0211,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001055,M0211,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001056,M0212,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001057,M0212,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001058,M0212,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001059,M0212,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001060,M0212,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001061,M0213,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001062,M0213,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001063,M0213,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001064,M0213,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001065,M0213,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001066,M0214,The Quinoa Power Bowl was okay. Expected a bit more flavor.,POSITIVE,1
R001067,M0214,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001068,M0214,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001069,M0214,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001070,M0214,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001071,M0215,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001072,M0215,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001073,M0215,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001074,M0215,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001075,M0215,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001076,M0216,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001077,M0216,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001078,M0216,Best Quinoa Power Bowl I've ever had. The flavor was incredible!,POSITIVE,1
R001079,M0216,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001080,M0216,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001081,M0217,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001082,M0217,Best Grilled Chicken Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001083,M0217,The Grilled Chicken Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001084,M0217,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001085,M0217,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001086,M0218,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001087,M0218,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001088,M0218,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001089,M0218,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001090,M0218,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001091,M0219,Best Grilled Chicken Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001092,M0219,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001093,M0219,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001094,M0219,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001095,M0219,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001096,M0220,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001097,M0220,The Grilled Chicken Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001098,M0220,The taste was bland and the delivery was late.,NEGATIVE,-1
R001099,M0220,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001100,M0220,The taste was bland and the delivery was late.,NEGATIVE,-1
R001101,M0221,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001102,M0221,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001103,M0221,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001104,M0221,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001105,M0221,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001106,M0222,Best Grilled Chicken Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001107,M0222,The Grilled Chicken Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001108,M0222,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001109,M0222,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001110,M0222,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001111,M0223,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001112,M0223,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001113,M0223,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001114,M0223,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001115,M0223,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001116,M0224,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001117,M0224,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001118,M0224,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001119,M0224,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001120,M0224,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001121,M0225,Best Caprese Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001122,M0225,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001123,M0225,The Caprese Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001124,M0225,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001125,M0225,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001126,M0226,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001127,M0226,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001128,M0226,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001129,M0226,The taste was bland and the delivery was late.,NEGATIVE,-1
R001130,M0226,The Caprese Salad was cold on arrival. Very frustrating.,NEGATIVE,-1
R001131,M0227,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001132,M0227,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001133,M0227,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001134,M0227,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001135,M0227,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001136,M0228,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001137,M0228,Best Chocolate Lava Cake I've ever had. The flavor was incredible!,POSITIVE,1
R001138,M0228,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001139,M0228,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001140,M0228,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001141,M0229,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001142,M0229,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001143,M0229,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001144,M0229,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001145,M0229,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001146,M0230,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001147,M0230,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001148,M0230,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001149,M0230,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001150,M0230,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001151,M0231,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001152,M0231,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001153,M0231,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001154,M0231,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001155,M0231,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001156,M0232,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001157,M0232,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001158,M0232,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001159,M0232,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001160,M0232,The Cheesecake Slice was cold on arrival. Very frustrating.,NEGATIVE,-1
R001161,M0233,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001162,M0233,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001163,M0233,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001164,M0233,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001165,M0233,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001166,M0234,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001167,M0234,The Cheesecake Slice was okay. Expected a bit more flavor.,POSITIVE,1
R001168,M0234,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001169,M0234,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001170,M0234,The Cheesecake Slice was cold on arrival. Very frustrating.,NEGATIVE,-1
R001171,M0235,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001172,M0235,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001173,M0235,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001174,M0235,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001175,M0235,The Cheesecake Slice was okay. Expected a bit more flavor.,POSITIVE,1
R001176,M0236,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001177,M0236,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001178,M0236,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001179,M0236,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001180,M0236,The Cheesecake Slice was cold on arrival. Very frustrating.,NEGATIVE,-1
R001181,M0237,The Cheesecake Slice was okay. Expected a bit more flavor.,POSITIVE,1
R001182,M0237,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001183,M0237,The taste was bland and the delivery was late.,NEGATIVE,-1
R001184,M0237,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001185,M0237,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001186,M0238,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001187,M0238,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001188,M0238,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001189,M0238,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001190,M0238,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001191,M0239,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001192,M0239,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001193,M0239,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001194,M0239,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001195,M0239,The Crème Brûlée was cold on arrival. Very frustrating.,NEGATIVE,-1
R001196,M0240,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001197,M0240,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001198,M0240,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001199,M0240,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001200,M0240,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001201,M0241,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001202,M0241,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001203,M0241,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001204,M0241,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001205,M0241,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001206,M0242,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001207,M0242,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001208,M0242,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001209,M0242,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001210,M0242,Best Tiramisu I've ever had. The flavor was incredible!,POSITIVE,1
R001211,M0243,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001212,M0243,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001213,M0243,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001214,M0243,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001215,M0243,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001216,M0244,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001217,M0244,Best Tiramisu I've ever had. The flavor was incredible!,POSITIVE,1
R001218,M0244,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001219,M0244,The Tiramisu was cold on arrival. Very frustrating.,NEGATIVE,-1
R001220,M0244,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001221,M0245,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001222,M0245,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001223,M0245,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001224,M0245,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001225,M0245,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001226,M0246,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001227,M0246,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001228,M0246,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001229,M0246,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001230,M0246,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001231,M0247,Best Kunafa I've ever had. The flavor was incredible!,POSITIVE,1
R001232,M0247,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001233,M0247,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001234,M0247,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001235,M0247,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001236,M0248,The Kunafa was okay. Expected a bit more flavor.,POSITIVE,1
R001237,M0248,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001238,M0248,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001239,M0248,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001240,M0248,The Kunafa was cold on arrival. Very frustrating.,NEGATIVE,-1
R001241,M0249,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001242,M0249,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001243,M0249,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001244,M0249,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001245,M0249,The taste was bland and the delivery was late.,NEGATIVE,-1
R001246,M0250,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001247,M0250,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001248,M0250,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001249,M0250,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001250,M0250,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001251,M0251,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001252,M0251,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001253,M0251,The Umm Ali was okay. Expected a bit more flavor.,POSITIVE,1
R001254,M0251,Best Umm Ali I've ever had. The flavor was incredible!,POSITIVE,1
R001255,M0251,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001256,M0252,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001257,M0252,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001258,M0252,Best Umm Ali I've ever had. The flavor was incredible!,POSITIVE,1
R001259,M0252,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001260,M0252,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001261,M0253,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001262,M0253,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001263,M0253,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001264,M0253,Best Umm Ali I've ever had. The flavor was incredible!,POSITIVE,1
R001265,M0253,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001266,M0254,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001267,M0254,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001268,M0254,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001269,M0254,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001270,M0254,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001271,M0255,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001272,M0255,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001273,M0255,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001274,M0255,The Umm Ali was cold on arrival. Very frustrating.,NEGATIVE,-1
R001275,M0255,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001276,M0256,The Umm Ali was okay. Expected a bit more flavor.,POSITIVE,1
R001277,M0256,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001278,M0256,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001279,M0256,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001280,M0256,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001281,M0257,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001282,M0257,Best Waffles & Ice Cream I've ever had. The flavor was incredible!,POSITIVE,1
R001283,M0257,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001284,M0257,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001285,M0257,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001286,M0258,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001287,M0258,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001288,M0258,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001289,M0258,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001290,M0258,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001291,M0259,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001292,M0259,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001293,M0259,The Waffles & Ice Cream was okay. Expected a bit more flavor.,POSITIVE,1
R001294,M0259,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001295,M0259,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001296,M0260,The taste was bland and the delivery was late.,NEGATIVE,-1
R001297,M0260,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001298,M0260,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001299,M0260,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001300,M0260,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001301,M0261,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001302,M0261,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001303,M0261,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001304,M0261,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001305,M0261,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001306,M0262,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001307,M0262,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001308,M0262,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001309,M0262,Best Waffles & Ice Cream I've ever had. The flavor was incredible!,POSITIVE,1
R001310,M0262,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001311,M0263,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001312,M0263,The Waffles & Ice Cream was cold on arrival. Very frustrating.,NEGATIVE,-1
R001313,M0263,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001314,M0263,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001315,M0263,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001316,M0264,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001317,M0264,The Waffles & Ice Cream was cold on arrival. Very frustrating.,NEGATIVE,-1
R001318,M0264,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001319,M0264,The Waffles & Ice Cream was okay. Expected a bit more flavor.,POSITIVE,1
R001320,M0264,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001321,M0265,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001322,M0265,The taste was bland and the delivery was late.,NEGATIVE,-1
R001323,M0265,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001324,M0265,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R001325,M0265,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001326,M0266,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001327,M0266,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001328,M0266,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001329,M0266,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001330,M0266,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001331,M0267,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001332,M0267,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001333,M0267,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001334,M0267,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001335,M0267,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001336,M0268,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001337,M0268,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001338,M0268,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001339,M0268,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001340,M0268,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001341,M0269,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001342,M0269,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001343,M0269,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001344,M0269,Best Fresh Orange Juice I've ever had. The flavor was incredible!,POSITIVE,1
R001345,M0269,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001346,M0270,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001347,M0270,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001348,M0270,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001349,M0270,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001350,M0270,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001351,M0271,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001352,M0271,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001353,M0271,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001354,M0271,The Fresh Orange Juice was okay. Expected a bit more flavor.,POSITIVE,1
R001355,M0271,The taste was bland and the delivery was late.,NEGATIVE,-1
R001356,M0272,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001357,M0272,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001358,M0272,The Mango Smoothie was okay. Expected a bit more flavor.,POSITIVE,1
R001359,M0272,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001360,M0272,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001361,M0273,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001362,M0273,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001363,M0273,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001364,M0273,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001365,M0273,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001366,M0274,The taste was bland and the delivery was late.,NEGATIVE,-1
R001367,M0274,The Mango Smoothie was cold on arrival. Very frustrating.,NEGATIVE,-1
R001368,M0274,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001369,M0274,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001370,M0274,Best Mango Smoothie I've ever had. The flavor was incredible!,POSITIVE,1
R001371,M0275,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001372,M0275,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001373,M0275,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001374,M0275,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001375,M0275,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001376,M0276,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001377,M0276,The taste was bland and the delivery was late.,NEGATIVE,-1
R001378,M0276,The taste was bland and the delivery was late.,NEGATIVE,-1
R001379,M0276,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001380,M0276,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001381,M0277,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001382,M0277,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001383,M0277,Best Iced Latte I've ever had. The flavor was incredible!,POSITIVE,1
R001384,M0277,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001385,M0277,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001386,M0278,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001387,M0278,The taste was bland and the delivery was late.,NEGATIVE,-1
R001388,M0278,The Iced Latte was okay. Expected a bit more flavor.,POSITIVE,1
R001389,M0278,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001390,M0278,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001391,M0279,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001392,M0279,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001393,M0279,Best Iced Latte I've ever had. The flavor was incredible!,POSITIVE,1
R001394,M0279,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001395,M0279,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001396,M0280,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001397,M0280,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001398,M0280,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001399,M0280,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001400,M0280,The taste was bland and the delivery was late.,NEGATIVE,-1
R001401,M0281,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
